#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
16.9%	9300	18.60000000000057	718257.4653528178	4379.2942715333775	722636.7596243512	304.36754432963806	18.779896849675303	0.9203596840741936	324	0:24
17.0%	9350	18.700000000000514	718256.9513345491	4352.526049868669	722609.4773844178	302.50711262786393	18.772183909152705	0.9207378329106325	324	0:24
17.1%	9400	18.80000000000046	718251.5507997368	4323.931312951725	722575.4821126885	300.5197353664782	18.701588285434074	0.9242134768294056	324	0:24
17.2%	9450	18.900000000000404	718267.5960884854	4319.658024951525	722587.2541134369	300.22273541758483	18.683176486762527	0.9251242658741362	321	0:24
17.3%	9500	19.000000000000348	718230.7372310086	4419.913942415733	722650.6511734243	307.1906726035944	18.72354155910936	0.9231298404176097	320	0:24
17.4%	9550	19.100000000000293	718221.3546412279	4479.758821797557	722701.1134630254	311.34998180931524	18.664486155168554	0.9260506711955081	321	0:24
17.5%	9600	19.200000000000237	718154.1764542244	4506.836866976693	722661.0133212011	313.2319467117411	18.6744426276556	0.9255569376896031	321	0:24
17.5%	9650	19.300000000000182	718251.2721761684	4458.891196151264	722710.1633723197	309.8996504134009	18.64968659204111	0.9267855438862597	320	0:24
17.6%	9700	19.400000000000126	718380.0956176948	4421.700901720207	722801.796519415	307.3148689652902	18.593463829369707	0.9295879503748721	320	0:24
17.7%	9750	19.50000000000007	718308.2630179435	4610.077422000701	722918.3404399442	320.4073207011404	18.459574798974696	0.9363303391188149	320	0:24
17.8%	9800	19.600000000000016	718389.420901704	4562.550836324226	722951.9717380282	317.10415145153075	18.442080765825697	0.9372185357490624	320	0:24
17.9%	9850	19.69999999999996	718410.4735233447	4507.401701234281	722917.875224579	313.271203542928	18.468253911817744	0.9358903128602208	320	0:24
18.0%	9900	19.799999999999905	718452.724635945	4444.905349510256	722897.6299854553	308.92761301797736	18.62487719652576	0.9280200749316765	320	0:24
18.1%	9950	19.89999999999985	718493.5376260318	4424.8933116749395	722918.4309377067	307.53674626290217	18.61205057509269	0.9286596262876868	320	0:24
18.2%	10000	19.999999999999794	718398.245145563	4460.904950311524	722859.1500958746	310.039609358984	18.61205057509269	0.9286596262876868	320	0:24
18.3%	10050	20.09999999999974	718313.5504560269	4528.051319101825	722841.6017751287	314.70638307003685	18.70814559600218	0.9238895347920881	319	0:24
18.4%	10100	20.199999999999683	718284.4801435269	4546.001578009804	722830.4817215367	315.953953085922	18.70814559600218	0.9238895347920881	319	0:24
18.5%	10150	20.299999999999628	718249.2272138394	4516.8228622134775	722766.0500760529	313.92598841331494	18.70814559600218	0.9238895347920881	319	0:24
18.5%	10200	20.399999999999572	718191.1700664628	4620.186811109423	722811.3568775723	321.10993846256736	18.882917933108956	0.9153384022925402	319	0:24
18.6%	10250	20.499999999999517	718355.11612373	4355.497647220269	722710.6137709502	302.71364311715354	18.797928628694947	0.9194768356088322	318	0:24
18.7%	10300	20.59999999999946	718236.7261224125	4364.005356680369	722600.7314790929	303.3049417318808	18.757540363284022	0.921456630067836	317	0:24
18.8%	10350	20.699999999999406	718107.211397907	4476.302303861827	722583.5137017688	311.1097486094436	18.928666532452358	0.9131261254922534	317	0:24
18.9%	10400	20.79999999999935	718189.6053452855	4357.0931115737185	722546.6984568592	302.82453029148235	18.898986934500023	0.9145601291443174	317	0:24
19.0%	10450	20.899999999999295	718162.3949061909	4313.120238895994	722475.5151450869	299.7683494449387	18.973887361976878	0.9109498544905595	318	0:24
19.1%	10500	20.99999999999924	718307.2990854193	4279.453840413131	722586.7529258324	297.42848406999457	18.869490105570712	0.9159897715736575	318	0:24
0.1%	50	0.10000000000000007	-456888.18894732965	6469.090059174225	-450419.0988881554	449.61149748649063	18.16179140639827	0.9516825485300963	-44.2	23:56:26
0.2%	100	0.20000000000000015	-456687.4701671784	5944.55500001926	-450742.91516715917	413.1555212558964	18.232724813182376	0.9479800802465069	-43.7	23:56:24
0.3%	150	0.3000000000000002	-456799.6551027193	5785.207471861504	-451014.4476308578	402.0806281719494	18.374319555649866	0.940674830388395	-43.3	23:56:21
0.4%	200	0.4000000000000003	-456813.05428627995	5521.118662182242	-451291.9356240977	383.7260583478782	18.571416114593358	0.9306915436530008	-42.8	23:56:19
0.5%	250	0.5000000000000003	-456934.65823059366	5403.119679491967	-451531.5385511017	375.52495141877955	18.55811909811737	0.9313583903697714	-42.3	23:56:17
0.5%	300	0.6000000000000004	-457129.3999681039	5438.74593463901	-451690.6540334649	378.00102978219354	18.688696252197182	0.9248510275017734	-41.9	23:56:15
0.6%	350	0.7000000000000005	-457174.92602739687	5302.640038682148	-451872.2859887147	368.5414651234637	18.767693056283854	0.9209581529108576	-41.4	23:56:12
0.7%	400	0.8000000000000006	-457185.96224688034	5202.897366471589	-451983.06488040875	361.60919925520676	18.78599355603533	0.9200609954409483	-41	23:56:10
0.8%	450	0.9000000000000007	-457267.04003023554	5151.704938814975	-452115.33509142057	358.05124846952907	18.977709669218815	0.9107663797569618	-40.5	23:56:08
0.9%	500	1.0000000000000007	-457215.01514131046	5066.673088392708	-452148.34205291775	352.1414068607877	18.996356967574297	0.9098723487359369	-40.1	23:56:05
1.0%	550	1.1000000000000008	-457570.9611721948	5270.771974204108	-452300.1891979907	366.3265866690128	18.924655432920005	0.9133196634823068	-39.6	23:56:03
1.1%	600	1.2000000000000008	-457161.3183128187	4883.959033132065	-452277.35927968664	339.4425049679219	19.283751142936843	0.8963121232688122	-39.2	23:56:01
1.2%	650	1.300000000000001	-457132.9101096937	4861.574803120922	-452271.3353065728	337.88676728559983	19.283751142936843	0.8963121232688122	-38.7	23:55:58
1.3%	700	1.400000000000001	-457196.9823473983	4894.135617558844	-452302.84672983945	340.14979290510763	19.324219618140365	0.8944350805911834	-38.3	23:55:55
1.4%	750	1.500000000000001	-457407.071359869	4957.169606619049	-452449.9017532499	344.53075003426574	19.32236408302619	0.8945209735850352	-37.9	23:55:53
1.5%	800	1.6000000000000012	-457338.17774810764	4925.711214909563	-452412.4665331981	342.3443444539384	19.514346785230455	0.8857206506443145	-37.4	23:55:50
1.5%	850	1.7000000000000013	-457449.4854315437	4954.99904950941	-452494.4863820343	344.3798930476544	19.558552676190583	0.8837187606705651	-36.9	23:55:47
1.6%	900	1.8000000000000014	-457450.18324967974	4924.649423610419	-452525.5338260693	342.2705483602592	19.423333740498165	0.8898709234180006	-36.5	23:55:44
1.7%	950	1.9000000000000015	-457305.67574505723	4579.8911705408245	-452725.7845745164	318.3093307832027	19.463917413212855	0.8880154783116726	-36.1	23:55:41
1.8%	1000	2.0000000000000013	-457425.3155030122	4677.077336434275	-452748.23816657794	325.0639156139327	19.65335885728336	0.8794557743043355	-35.6	23:55:38
1.9%	1050	2.0999999999999903	-457549.70641043107	4774.60179849714	-452775.10461193393	331.842012537698	19.55031182916412	0.8840912657837694	-35.2	23:55:35
2.0%	1100	2.1999999999999793	-457500.69976043596	4666.806889889762	-452833.8928705462	324.3501041182673	19.537211716684403	0.8846840676222331	-34.7	23:55:32
2.1%	1150	2.2999999999999683	-457598.683428923	4669.617557803169	-452929.06587111985	324.5454497693442	19.35860381522482	0.8928464106445362	-34.3	23:55:29
2.2%	1200	2.3999999999999573	-457532.4508624964	4561.8625394636765	-452970.5883230327	317.0563137835812	19.660146562932397	0.8791521404067846	-33.9	23:55:26
2.3%	1250	2.4999999999999463	-457589.7386983098	4557.035708985291	-453032.7029893245	316.7208417991678	19.592415203017858	0.8821913864325813	-33.4	23:55:23
2.4%	1300	2.5999999999999353	-457633.07512409106	4563.132384468801	-453069.94273962226	317.1445699230239	19.592415203017858	0.8821913864325813	-33	23:55:19
2.5%	1350	2.6999999999999242	-457642.05285414954	4649.058664120734	-452992.9941900288	323.11657570967384	19.78929455047729	0.873414657982148	-32.6	23:55:16
2.5%	1400	2.7999999999999132	-457501.16125258704	4495.6273693537805	-453005.53388323326	312.45286975250764	19.78929455047729	0.873414657982148	-32.2	23:55:12
2.6%	1450	2.899999999999902	-457674.6052009567	4717.790816487744	-452956.81438446895	327.89356376649897	19.70600329907555	0.8771063147200401	-31.7	23:55:09
2.7%	1500	2.999999999999891	-457565.1447449946	4654.54295917647	-452910.6017858181	323.49774247194057	19.657863604802436	0.8792542403891002	-31.3	23:55:05
2.8%	1550	3.09999999999988	-457552.5769850672	4678.56781918928	-452874.00916587794	325.16750640913364	19.7304777537036	0.8760183178163887	-30.9	23:55:01
2.9%	1600	3.199999999999869	-457529.5931154573	4690.068505635485	-452839.5246098218	325.9668214299328	19.520350576384793	0.8854482333131429	-30.5	23:54:58
3.0%	1650	3.299999999999858	-457334.1287599885	4440.037220506929	-452894.0915394816	308.58927072391094	19.520350576384793	0.8854482333131429	-30	23:54:54
3.1%	1700	3.399999999999847	-457559.1677655128	4567.2469452423975	-452991.9208202704	317.430538090725	19.36088933574789	0.8927410116228237	-29.6	23:54:50
3.2%	1750	3.499999999999836	-457713.6079020369	4765.865998165682	-452947.74190387124	331.2348612640502	19.37752389306279	0.891974641698206	-29.2	23:54:45
3.3%	1800	3.599999999999825	-457645.46111077064	4806.376383191906	-452839.08472757874	334.05039400648974	19.392588389623583	0.8912817404386006	-28.8	23:54:41
3.4%	1850	3.699999999999814	-457658.48314700543	4646.058593119029	-453012.4245538864	322.90806625883863	19.416507405586913	0.8901837787026378	-28.4	23:54:37
3.5%	1900	3.799999999999803	-457606.520318803	4596.5680585494265	-453009.9522602536	319.46839960468685	19.54723427371394	0.8842304588714139	-27.9	23:54:32
3.5%	1950	3.899999999999792	-457758.1829164593	4714.617529574782	-453043.5653868845	327.67301554907726	19.54723427371394	0.8842304588714139	-27.5	23:54:27
3.6%	2000	3.999999999999781	-457717.6425851633	4611.189419346396	-453106.4531658169	320.4846061906336	19.56841858463608	0.8832732117189912	-27.1	23:54:23
3.7%	2050	4.0999999999997705	-457762.4905928183	4463.422458909452	-453299.06813390885	310.21457999632185	19.553975434088652	0.8839256237062297	-26.7	23:54:17
3.8%	2100	4.1999999999997595	-457864.0195208892	4501.483252652921	-453362.5362682363	312.8598624570687	19.558460052427662	0.8837229457320044	-26.3	23:54:12
3.9%	2150	4.2999999999997485	-457730.9319613635	4370.014043469913	-453360.91791789356	303.7225545090507	19.7707596239532	0.874233477128133	-25.9	23:54:07
4.0%	2200	4.3999999999997375	-457617.7799562545	4275.240241060033	-453342.5397151945	297.1356325719284	19.573734346939478	0.8830333356504171	-25.4	23:54:02
4.1%	2250	4.499999999999726	-457812.78315235546	4556.739912827965	-453256.0432395275	316.7002835209509	19.44383749961678	0.8889325438897421	-25	23:53:56
4.2%	2300	4.599999999999715	-457856.20172723784	4597.39407967031	-453258.80764756753	319.5258093160557	19.38097643721821	0.8918157445525459	-24.6	23:53:51
4.3%	2350	4.699999999999704	-457780.8769878854	4515.500974022318	-453265.3760138631	313.83411519409856	19.353457856904452	0.8930838126865712	-24.2	23:53:45
4.4%	2400	4.799999999999693	-457820.30477568426	4412.397345710546	-453407.9074299737	306.66825781732496	19.3090787922969	0.8951364338731909	-23.8	23:53:39
4.5%	2450	4.899999999999682	-457864.125567159	4291.98356558755	-453572.1420015714	298.2993188314887	19.308724294906103	0.8951528680780285	-23.4	23:53:32
4.5%	2500	4.999999999999671	-458035.21733033605	4441.89596952498	-453593.32136081107	308.71845657877043	19.27666882389452	0.8966414316403198	-23	23:53:26
4.6%	2550	5.09999999999966	-457948.90813092125	4299.268070382066	-453649.6400605392	298.8056028805823	19.192166692279418	0.9005892981570538	-22.6	23:53:19
4.7%	2600	5.199999999999649	-458151.7910066388	4506.896895246347	-453644.89411139244	313.2361187668468	19.034637419124657	0.9080425096065715	-22.2	23:53:12
4.8%	2650	5.299999999999638	-458152.1695330515	4422.430613758042	-453729.73891929345	307.36558505040637	19.058278298301573	0.9069161264715836	-21.8	23:53:05
4.9%	2700	5.399999999999627	-458075.9079393286	4447.724585025688	-453628.1833543029	309.12355413029235	19.134070971996152	0.9033237075795133	-21.4	23:52:58
5.0%	2750	5.499999999999616	-458158.0329815771	4608.351814073976	-453549.6811675031	320.28738835255473	19.061475294526964	0.906764018232936	-21	23:52:50
5.1%	2800	5.599999999999605	-458133.6888526077	4446.674739261449	-453687.01411334623	309.05058826927143	19.062507917854017	0.9067148984800999	-20.6	23:52:42
5.2%	2850	5.699999999999594	-458071.1888526077	4308.119250860065	-453763.0696017476	299.42077324810447	19.062507917854017	0.9067148984800999	-20.2	23:52:34
5.3%	2900	5.799999999999583	-458139.9197887875	4410.846782876644	-453729.07300591085	306.56049136619805	19.10114868342292	0.90488065497932	-19.8	23:52:25
5.4%	2950	5.899999999999572	-457980.56584377843	4303.831574187614	-453676.7342695908	299.1227732648294	19.260014896951265	0.8974167478057917	-19.4	23:52:17
5.5%	3000	5.999999999999561	-457774.85855843325	4248.891225574538	-453525.9673328587	295.3043363306699	19.288368182324778	0.8960975738399597	-19	23:52:07
5.5%	3050	6.09999999999955	-458081.8393536674	4426.272928611375	-453655.566425056	307.63263171681837	19.258716598460687	0.8974772458562792	-18.6	23:51:58
5.6%	3100	6.199999999999539	-458001.3657581392	4433.644476516172	-453567.721281623	308.1449653931086	19.2213347526098	0.8992226686633359	-18.2	23:51:48
5.7%	3150	6.299999999999528	-457898.97272090416	4236.7881967797875	-453662.1845241244	294.4631576098987	19.081522558822133	0.9058113616579259	-17.8	23:51:37
5.8%	3200	6.399999999999517	-458025.25983027916	4368.447439566255	-453656.8123907129	303.613673179428	19.081522558822133	0.9058113616579259	-17.4	23:51:26
5.9%	3250	6.499999999999506	-458203.59741222166	4437.54461611202	-453766.05279610964	308.41603096617297	19.18112349570525	0.9011077967035215	-17	23:51:15
6.0%	3300	6.599999999999495	-457971.20891643275	4299.291384354234	-453671.9175320785	298.8072232367441	19.19120803924887	0.9006342850415787	-16.6	23:51:03
6.1%	3350	6.699999999999484	-458070.8371815326	4438.073883163743	-453632.76329836884	308.45281582301044	18.88403043331387	0.9152844776728086	-16.2	23:50:51
6.2%	3400	6.799999999999473	-458097.84179892245	4428.639060338028	-453669.2027385844	307.7970814337244	19.103110800824787	0.904787712939761	-15.8	23:50:38
6.3%	3450	6.899999999999462	-458048.0581075162	4346.992532833014	-453701.0655746832	302.12252486389553	19.103110800824787	0.904787712939761	-15.5	23:50:24
6.4%	3500	6.999999999999451	-458105.176315016	4370.134966311045	-453735.04134870495	303.730958828543	19.118221994293883	0.9040725615944752	-15.1	23:50:10
6.5%	3550	7.09999999999944	-458126.0479024787	4540.057330098003	-453585.9905723807	315.5408189077596	19.087857231711197	0.9055107507194823	-14.7	23:49:55
6.5%	3600	7.199999999999429	-457972.6686210501	4382.96277513355	-453589.7058459165	304.62251085230525	19.227192636042957	0.8989487055490533	-14.3	23:49:39
6.6%	3650	7.299999999999418	-458090.6563196874	4454.382305601612	-453636.27401408576	309.5862757326517	19.075400347888543	0.9061020799716165	-13.9	23:49:23
6.7%	3700	7.399999999999407	-458072.0871860945	4453.944922092371	-453618.1422640021	309.55587692033544	19.093560225827662	0.9052402866246424	-13.5	23:49:06
6.8%	3750	7.499999999999396	-458183.1115661985	4578.778360143304	-453604.3332060552	318.2319887853837	19.038765918528984	0.9078456033062335	-13.2	23:48:47
6.9%	3800	7.599999999999385	-458085.7574147879	4410.482335172361	-453675.27507961553	306.53516170212174	18.82953687800506	0.9179333535124273	-12.8	23:48:28
7.0%	3850	7.699999999999374	-458042.042815845	4347.349767870735	-453694.69304797426	302.1473532367881	19.01188261852509	0.9091293207686548	-12.4	23:48:07
7.1%	3900	7.799999999999363	-458116.8157569927	4457.898651488125	-453658.9171055046	309.83066706516587	19.003971705290688	0.909507770246847	-12	23:47:46
7.2%	3950	7.899999999999352	-457876.310978734	4309.377323116176	-453566.9336556178	299.50821116376835	19.062505281578492	0.9067150238754905	-11.6	23:47:22
7.3%	4000	7.999999999999341	-458102.8513898186	4477.360117156291	-453625.4912726623	311.18326822580934	18.942944891488633	0.9124378511642716	-11.3	23:46:58
7.4%	4050	8.099999999999374	-458069.1311784831	4380.022961298004	-453689.1082171851	304.4181893652273	18.940690294900282	0.912546462795331	-10.9	23:46:32
7.5%	4100	8.199999999999408	-458099.9272017252	4443.449218793772	-453656.4779829314	308.82640974116634	19.028616097756057	0.9083298460969711	-10.5	23:46:04
7.5%	4150	8.299999999999441	-458118.2703318039	4525.486572213471	-453592.7837595904	314.5281293004033	19.08067894577291	0.9058514102477586	-10.1	23:45:34
7.6%	4200	8.399999999999475	-458125.6332766601	4404.940028787591	-453720.6932478725	306.1499630651586	18.92380374927675	0.9133607682955227	-9.76	23:45:01
7.7%	4250	8.499999999999508	-458082.42480104463	4458.096918109804	-453624.3278829348	309.8444468938372	19.06231828519515	0.906723918513994	-9.39	23:44:27
7.8%	4300	8.599999999999541	-458115.2815803819	4509.334522526595	-453605.9470578553	313.4055375323549	18.94784204129987	0.9122020277475017	-9.02	23:43:49
7.9%	4350	8.699999999999575	-458144.2366585069	4640.926837421954	-453503.30982108496	322.551401512701	18.94784204129987	0.9122020277475017	-8.65	23:43:08
8.0%	4400	8.799999999999608	-458033.7528834116	4509.199001698755	-453524.55388171284	313.3961186308111	18.964143218972836	0.9114179181172247	-8.28	23:42:24
8.1%	4450	8.899999999999642	-457871.32936930854	4328.298864374403	-453543.03050493414	300.82328676513504	19.160129406382424	0.9020951562965724	-7.91	23:41:36
8.2%	4500	8.999999999999675	-457874.3242536145	4333.24183554668	-453541.08241806785	301.16683070260865	19.18377254680332	0.9009833644213667	-7.53	23:40:42
8.3%	4550	9.099999999999708	-457983.6529043448	4494.795999182388	-453488.8569051624	312.3950882740762	19.183770755385147	0.9009834485569621	-7.16	23:39:44
8.4%	4600	9.199999999999742	-458050.0265533369	4589.145918418886	-453460.880634918	318.9525496925475	19.120767449538192	0.9039522067891975	-6.8	23:38:40
8.5%	4650	9.299999999999775	-457876.4567478987	4420.354944933788	-453456.1018029649	307.22132294247115	19.19140535871856	0.9006250250277246	-6.43	23:37:28
8.5%	4700	9.399999999999809	-457896.9420994612	4352.0712354048155	-453544.8708640564	302.47550233796204	19.19140535871856	0.9006250250277246	-6.07	23:36:08
8.6%	4750	9.499999999999842	-457956.7522523305	4456.234786652494	-453500.517465678	309.7150259543574	19.223362372020397	0.8991278215027745	-5.7	23:34:38
8.7%	4800	9.599999999999875	-457988.34649061173	4561.739006290212	-453426.6074843215	317.04772804206226	19.223362372020397	0.8991278215027745	-5.34	23:32:57
8.8%	4850	9.699999999999909	-457918.1149760105	4516.488009313587	-453401.62696669693	313.90271563269505	19.21508998779836	0.8995149095054285	-4.98	23:31:01
8.9%	4900	9.799999999999942	-457959.7481663849	4627.573687759228	-453332.17447862565	321.62333750971106	19.262477945670017	0.8973019971918207	-4.62	23:28:47
9.0%	4950	9.899999999999975	-457827.61018145125	4484.68472192483	-453342.9254595264	311.6923392834628	19.25830099488041	0.8974966138553926	-4.26	23:26:10
9.1%	5000	10.000000000000009	-457689.4234150069	4430.113687356934	-453259.30972764996	307.89957023139755	19.188723692404984	0.9007508893545809	-3.9	23:23:05
9.2%	5050	10.100000000000042	-457602.42347636545	4348.938912272919	-453253.48456409253	302.2578011649901	19.260569798356347	0.8973908930247798	-3.54	23:19:23
9.3%	5100	10.200000000000076	-457756.7614958254	4442.983739488758	-453313.77775633667	308.7940582287493	19.084748893274046	0.9056582315109487	-3.18	23:14:52
9.4%	5150	10.300000000000109	-457830.1281097861	4552.708732790779	-453277.4193769953	316.42011043994916	19.116313538921883	0.9041628186481346	-2.83	23:09:13
9.5%	5200	10.400000000000142	-457729.8283050986	4491.097375028767	-453238.7309300698	312.1380283276017	19.116313538921883	0.9041628186481346	-2.47	23:01:58
9.5%	5250	10.500000000000176	-457876.1691419585	4556.47833103966	-453319.69081091887	316.68210319288636	19.193603362116733	0.9005218877049329	-2.12	22:52:17
9.6%	5300	10.60000000000021	-457770.8723447198	4428.791028719395	-453342.08131600043	307.807643464998	19.21630648989207	0.8994579650675724	-1.76	22:38:43
9.7%	5350	10.700000000000243	-457843.6306455011	4424.870021230308	-453418.76062427077	307.5351275419396	19.21630648989207	0.8994579650675724	-1.41	22:18:24
9.8%	5400	10.800000000000276	-457964.0682372429	4444.923753879033	-453519.14448336384	308.9288921493128	19.238545899318197	0.8984182080063364	-1.05	21:44:31
9.9%	5450	10.90000000000031	-457857.4597062144	4360.499939692207	-453496.95976652217	303.0613099742541	19.228761468985606	0.8988753622739136	-0.702	20:36:46
10.0%	5500	11.000000000000343	-457868.93252449593	4443.433463406749	-453425.4990610892	308.82531471805055	19.05699649217082	0.9069771271991363	-0.351	17:13:27
10.1%	5550	11.100000000000376	-458086.82124136033	4673.772707063006	-453413.0485342973	324.83423889793977	19.10672704196469	0.9046164679880105	0	--
10.2%	5600	11.20000000000041	-457911.4369640166	4391.40104311984	-453520.03592089674	305.2089831800676	19.10672704196469	0.9046164679880105	0.35	6:46:36
10.3%	5650	11.300000000000443	-458018.81795276585	4473.664568438398	-453545.1533843274	310.9264220267477	19.202263918724658	0.9001157365959722	0.699	3:23:17
10.4%	5700	11.400000000000476	-457934.5986976614	4356.8447539904155	-453577.753943671	302.8072690655728	19.151009835394966	0.9025247274202886	1.05	2:15:32
10.5%	5750	11.50000000000051	-457650.4536781302	4185.73692288762	-453464.71675524255	290.91501722333857	19.151009835394966	0.9025247274202886	1.39	1:41:41
10.5%	5800	11.600000000000543	-458001.1954116763	4596.074991548434	-453405.1204201279	319.4341307058696	19.232664276323924	0.898692957105825	1.74	1:21:22
10.6%	5850	11.700000000000577	-457931.106641403	4607.824168682331	-453323.28247272066	320.2507162035339	19.202047814053067	0.900125866724672	2.09	1:07:48
10.7%	5900	11.80000000000061	-457829.2332193431	4482.914184663445	-453346.3190346797	311.5692842784829	19.371052172077533	0.8922726436320045	2.43	58:07
10.8%	5950	11.900000000000643	-457790.37952339445	4526.550221966114	-453263.82930142834	314.60205455939837	19.25812180783111	0.8975049646058759	2.78	50:51
10.9%	6000	12.000000000000677	-457819.37846818037	4564.50636663381	-453254.87210154656	317.2400637518435	19.082724996449944	0.9057542848166908	3.12	45:13
11.0%	6050	12.10000000000071	-457904.0210480211	4609.671872390434	-453294.34917563066	320.3791343927247	18.997981025684915	0.9097945675461572	3.46	40:42
11.1%	6100	12.200000000000744	-457885.3929281031	4497.338926090393	-453388.0540020127	312.57182552222827	19.018835545144572	0.908796960281078	3.8	37:01
11.2%	6150	12.300000000000777	-457808.75144093286	4331.610318258405	-453477.14112267445	301.0534377950364	18.995419312440934	0.909917262010262	4.14	33:57
11.3%	6200	12.40000000000081	-457734.9159917141	4429.944635742344	-453304.97135597176	307.8878208896983	18.995419312440934	0.909917262010262	4.48	31:20
11.4%	6250	12.500000000000844	-457816.4597356176	4453.061263550306	-453363.3984720673	309.4944613214289	19.131583142453305	0.9034411738335988	4.82	29:06
11.5%	6300	12.600000000000877	-457817.8164082004	4444.677502406761	-453373.13890579366	308.91177730129033	19.12643974763152	0.9036841231078286	5.16	27:10
11.5%	6350	12.70000000000091	-457787.8026739819	4408.770384291187	-453379.0322896907	306.41617853876073	19.277027694165977	0.8966247393390442	5.5	25:28
11.6%	6400	12.800000000000944	-457862.05402964907	4394.370836999267	-453467.6831926498	305.41538832532626	19.109119664163256	0.9045032024121736	5.84	23:59
11.7%	6450	12.900000000000977	-458119.9499501474	4578.601785138249	-453541.34816500917	318.21971655672166	18.835472478641567	0.9176440862374197	6.17	22:39
11.8%	6500	13.00000000000101	-457968.6364386426	4377.009695707355	-453591.6267429353	304.2087628705977	18.728698907824644	0.92287563682771	6.51	21:27
11.9%	6550	13.100000000001044	-457990.61587156757	4454.678313399199	-453535.93755816837	309.60684872018527	18.722403437477382	0.9231859568261687	6.84	20:23
12.0%	6600	13.200000000001078	-458049.21753879136	4393.745284004603	-453655.47225478676	305.3719114505084	18.883963174893584	0.9152877376128703	7.18	19:25
12.1%	6650	13.300000000001111	-458090.4097046877	4426.210048507899	-453664.1996561798	307.628261454969	18.816833808038247	0.9185530418050221	7.51	18:32
12.2%	6700	13.400000000001144	-458075.36531192827	4506.119811734185	-453569.2455001941	313.1821102929533	18.833994103012113	0.9177161167714735	7.84	17:44
12.3%	6750	13.500000000001178	-458021.0083783345	4429.217100692913	-453591.7912776416	307.83725610855345	18.833994103012113	0.9177161167714735	8.17	16:59
12.4%	6800	13.600000000001211	-458056.0925024842	4410.600367916282	-453645.49213456793	306.5433651555072	18.840473784965365	0.9174004926195586	8.5	16:19
12.5%	6850	13.700000000001245	-457888.24280003365	4339.480138214771	-453548.7626618189	301.6004021289944	18.819481910364555	0.9184237915706942	8.83	15:42
12.5%	6900	13.800000000001278	-458106.0434419442	4654.007013126509	-453452.03642881766	323.4604934146712	18.754234425349253	0.9216190615678106	9.16	15:07
12.6%	6950	13.900000000001311	-457901.85809444543	4488.388493890408	-453413.469600555	311.94975701061753	18.908691502015962	0.9140907465580224	9.49	14:34
12.7%	7000	14.000000000001345	-458139.0937595966	4646.766618510243	-453492.32714108634	322.9572750893681	18.780455083125194	0.9203323271459772	9.82	14:04
12.8%	7050	14.100000000001378	-458007.28375943913	4535.507577184821	-453471.7761822543	315.224604231232	18.665338659005364	0.9260083755926959	10.1	13:36
12.9%	7100	14.200000000001411	-458116.0908883454	4623.007527159061	-453493.0833611863	321.3059824742385	18.665338659005364	0.9260083755926959	10.5	13:10
13.0%	7150	14.300000000001445	-458200.9453149675	4680.213726454414	-453520.73158851307	325.2818994417598	18.63196785610671	0.9276669037322387	10.8	12:45
13.1%	7200	14.400000000001478	-458116.65920120187	4552.861695677275	-453563.7975055246	316.43074159082636	18.75769349437179	0.9214491076261171	11.1	12:22
13.2%	7250	14.500000000001512	-457993.95080388914	4307.215172338532	-453686.7356315506	299.3579384298853	18.69796438809314	0.9243926008608573	11.4	12:01
13.3%	7300	14.600000000001545	-458135.1725253958	4412.09299818892	-453723.0795272069	306.64710520641637	18.64644766587225	0.9269465284343518	11.8	11:40
13.4%	7350	14.700000000001578	-458307.7969188769	4477.369315232732	-453830.42760364414	311.1839075059685	18.585109487912906	0.9300058169016532	12.1	11:21
13.5%	7400	14.800000000001612	-458101.3561704773	4388.0445820931345	-453713.31158838415	304.975704085996	18.667256026143836	0.9259132626298254	12.4	11:02
13.5%	7450	14.900000000001645	-458148.2633441194	4411.42927303724	-453736.8340710822	306.60097530922263	18.626872463664135	0.9279206675854955	12.7	10:45
13.6%	7500	15.000000000001679	-458104.36531499086	4363.485963714775	-453740.8793512761	303.26884313889343	18.669717317898314	0.9257911963639109	13.1	10:28
13.7%	7550	15.100000000001712	-457982.4445286775	4181.0492305522785	-453801.3952981252	290.5892155493212	18.61001812386279	0.9287610477579427	13.4	10:13
13.8%	7600	15.200000000001745	-458152.85744357266	4266.918511440977	-453885.9389321317	296.55725983612217	18.63708007789399	0.9274124411803378	13.7	9:58
13.9%	7650	15.300000000001779	-458280.8501193539	4440.337986679748	-453840.51213267416	308.61017442568624	18.63708007789399	0.9274124411803378	14	9:44
14.0%	7700	15.400000000001812	-458063.7868222339	4344.764680843335	-453719.02214139054	301.96768579687136	18.777357583293078	0.9204841445258286	14.3	9:30
14.1%	7750	15.500000000001846	-458246.1599763702	4500.602441097144	-453745.5575352731	312.79864472799494	18.655095481817618	0.9265168301260848	14.6	9:17
14.2%	7800	15.600000000001879	-458202.58621837455	4396.871323856991	-453805.71489451756	305.5891759260959	18.72673669820794	0.9229723368282915	15	9:05
14.3%	7850	15.700000000001912	-458202.9515823604	4511.249889136292	-453691.7016932241	313.5386583950642	18.92949014546074	0.9130863958138801	15.3	8:53
